Name,Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Ability
Frederico Venâncio,25,73,77,4.3,8,1589,1,1,3,2,2,2,150
M. Grujić,22,73,84,6,51,1924,1,1,3,3,2,3,157
M. Langerak,29,73,74,3.1,6,1145,1,2,3,1,2,1,147
H. Manzala,24,73,79,5.5,16,1843,1,1,3,3,2,3,152
Paulinho,32,73,73,3.1,5,1790,1,1,4,4,2,4,146
W. Troost-Ekong,24,73,77,4.4,17,1530,1,1,3,2,1,2,150
D. Fagundez,23,73,77,5,6,1835,1,1,2,4,3,3,150
U. Demirok,29,73,73,3.1,14,1617,1,1,3,2,2,2,146
R. Kruse,29,73,73,3.9,16,1849,1,1,2,3,3,3,146
T. Matlaba,30,73,73,2.9,1,1964,1,1,5,3,3,2,146
G. Banguera,22,73,82,4.7,2,1064,1,1,2,1,2,1,155
A. Özbiliz,28,73,73,4,40,1848,0,2,3,4,2,4,146
S. Al Dawsari,26,73,73,4.3,29,1886,1,1,4,4,3,3,146
I. Success,22,73,80,5.5,34,1775,1,1,3,3,2,3,153
A. Long,25,73,78,4.5,6,1728,1,1,3,2,3,2,151
M. Škoda,32,73,73,3.2,1,1786,1,1,2,3,3,4,146
A. Diakhaby,21,73,78,5.5,26,1697,0,1,2,3,3,3,151
D. Kadah,32,73,73,3.1,20,1861,1,1,4,3,3,3,146
A. Ríos,29,73,73,3.1,19,1878,1,1,4,2,2,3,146
J. Mateta,21,73,84,7,18,1686,1,1,4,3,3,4,157
F. Cacciatore,31,73,73,2.6,13,1852,1,1,3,2,2,2,146
R. van Rhijn,27,73,74,3.7,12,1988,1,2,2,3,3,2,147
R. Pérez,28,73,74,3.6,4,1533,1,1,3,2,2,2,147
A. Baumjohann,31,73,73,3.5,9,1769,1,2,4,3,1,3,146
R. Elm,30,73,73,3.7,4,1936,1,2,4,3,2,3,146
H. Kaldırım,28,73,73,3.2,43,1888,0,1,2,3,3,2,146
F. Monetti,29,73,75,3.2,4,1318,1,1,3,1,2,1,148
K. Nababkin,31,73,73,2.6,1,1874,1,2,4,2,3,3,146
S. Williams,31,73,73,2.7,12,1962,0,1,3,3,3,3,146
M. Stępiński,23,73,80,5.5,14,1706,1,1,4,3,3,4,153
M. Pazdan,30,73,73,3,8,1749,1,2,4,2,3,2,146
T. Al Jassam,33,73,73,2.3,29,2021,1,2,3,3,3,3,146
M. Heller,32,73,73,3.1,17,1800,1,2,2,3,3,3,146
V. Pajot,27,73,73,4.1,19,1961,1,1,3,3,2,3,146
Y. Asad,23,73,79,5.5,11,1975,1,1,3,3,4,3,152
Y. Banana,26,73,75,0,0,1519,1,1,3,2,2,2,148
W. Montillo,34,73,73,2,13,1837,1,2,4,4,2,3,146
L. Waldschmidt,22,73,79,5.5,19,1783,0,1,3,3,2,4,152
Y. Makarenko,27,73,75,3.9,15,1931,0,1,3,3,2,3,148
J. Mæhle,21,73,81,5,9,1895,1,1,2,3,3,2,154
A. Reach,25,73,77,5,22,1966,0,1,4,3,3,3,150
Y. Ayhan,36,73,73,550,12,1420,1,1,2,2,2,2,146
N. Skubic,29,73,73,3,14,1879,1,1,3,3,2,2,146
Frédéric Mendy,29,73,73,4,7,1728,1,1,3,3,1,4,146
D. Pizarro,38,73,73,1.3,8,1775,1,2,4,3,1,3,146
Pierrino Faria,30,73,73,2.6,11,1112,1,1,2,1,2,1,146
Adrián González,30,73,73,3,8,1991,0,1,3,3,2,3,146
F. Tobio,28,73,74,3.6,19,1580,1,1,2,2,2,2,147
R. Sigurðsson,32,73,73,0,0,1649,1,1,3,2,2,2,146
K. Reichel,31,73,73,2.6,23,1959,0,1,3,3,3,2,146
Nivo Serpinho,34,73,73,1.6,10,1140,0,1,3,1,2,1,146
M. Wagué,27,73,75,3.9,19,1481,1,1,3,2,1,2,148
M. Klich,28,73,73,4,35,1924,1,1,3,3,3,3,146
A. Abdennour,28,73,73,3.2,24,1726,0,2,3,2,2,2,146
B. Wood,25,73,76,5,13,1816,1,1,3,3,3,4,149
Álex Pérez,26,73,75,4,8,1438,1,1,3,2,1,2,148
G. Cano,30,73,73,3.9,4,1776,1,1,4,3,2,4,146
I. Arboleda,22,73,80,4.1,8,1214,1,1,2,1,2,1,153
A. Domínguez,31,73,73,2.4,10,1095,1,1,4,1,2,1,146
O. Kragl,28,73,73,4,4,1914,0,1,4,3,3,3,146
José Rodríguez,23,73,78,4.5,17,1926,1,1,3,3,2,3,151
F. Pardo,27,73,73,4.2,1,1929,1,2,4,3,2,3,146
R. Doan,20,73,84,7,6,1799,0,1,3,3,2,3,157
O. Hiljemark,26,73,75,4.8,14,1952,1,1,3,3,4,3,148
J. McGinn,23,73,78,5.5,15,1998,0,1,4,3,4,3,151
V. Vada,22,73,79,5.5,27,1938,1,1,4,3,2,3,152
R. Halliche,31,73,73,2.7,6,1632,1,1,3,2,2,2,146
L. Marrone,28,73,73,3.2,61,1943,1,1,3,3,3,2,146
G. Cimirot,25,73,76,4.9,13,1970,1,1,3,3,4,3,149
K. Wilczek,30,73,73,3.9,24,1834,0,1,3,3,2,4,146
João Amaral,26,73,73,4.3,9,1787,0,1,3,3,3,3,146
R. Bengtsson,32,73,73,2.3,6,1583,1,1,3,2,2,2,146
E. Johansson,29,73,73,3.1,6,1733,1,1,2,2,2,2,146
Hélder Lopes,29,73,73,3,1,1892,0,1,4,3,3,2,146
Serginho,24,73,78,5.5,11,1876,0,1,3,3,2,4,151
M. Linnes,26,73,74,3.8,37,1904,1,1,3,3,3,2,147
S. Tibbling,23,73,79,5.5,19,1870,1,1,3,3,4,3,152
S. Simič,23,73,81,5,44,1457,1,1,3,2,3,2,154
W. Trapp,25,73,77,4.3,6,1849,1,1,2,3,2,3,150
N. Radonjić,22,73,80,5.5,31,1718,1,1,4,3,2,4,153
M. Sau,30,73,73,3.9,27,1857,1,2,4,4,3,4,146
J. Schieber,29,73,73,4,22,1723,0,2,2,3,3,4,146
Botía,29,73,73,3.1,28,1675,1,1,2,2,3,2,146
W. Kanon,24,73,77,4.4,7,1667,0,1,3,2,2,2,150
Amilton,28,73,73,4,12,1791,1,1,3,4,3,4,146
J. Ito,25,73,75,4.9,9,1860,1,1,3,3,3,3,148
Edgar Badía,26,73,77,3.6,6,1113,1,1,3,1,2,1,150
N. Penneteau,37,73,73,270,6,1073,0,2,3,1,2,1,146
V. Lazaro,22,73,78,4.5,17,2044,1,1,3,4,3,3,151
V. Wormgoor,29,73,73,3.1,5,1673,1,1,3,2,3,2,146
A. Hunou,24,73,78,5.5,21,1924,1,1,3,3,2,3,151
L. Gamba,31,73,73,3.6,15,1815,1,1,3,3,3,4,146
Kim Seung Joon,23,73,75,4.9,7,1768,1,1,4,3,3,4,148
R. Krhin,28,73,73,3.2,19,1736,1,1,3,2,2,3,146
J. Herrera,37,73,73,270,5,1246,1,1,3,1,2,1,146
B. Stancu,31,73,73,3.6,16,1868,1,1,4,3,2,4,146
A. Tashaev,24,73,77,5,1,1807,1,1,4,3,4,3,150
M. Frantz,31,73,73,3.4,20,1965,0,2,4,2,3,3,146
R. Bezus,27,73,73,4.2,11,1894,1,1,4,3,3,3,146
Shin Hwa Yong,35,73,73,950,4,1124,1,1,2,1,2,1,146
R. Genevois,30,73,73,3,17,1661,1,1,2,2,1,2,146
M. Degenek,24,73,80,0,0,1995,1,1,4,2,4,2,153
Oswaldito Cuba,34,73,73,1.1,13,1989,0,1,3,3,3,2,146
C. Rigamonti,31,73,73,2.4,10,1132,1,1,2,1,2,1,146
Wallace,30,73,73,3,18,1669,1,1,2,2,2,2,146
J. Kovařík,30,73,73,3.8,1,1920,0,1,3,3,2,3,146
Douglas Luiz,20,73,83,6.5,55,1945,1,1,2,3,2,3,156
V. Torosidis,33,73,73,1.5,1,1870,1,2,3,3,3,2,146
N. Isimat-Mirin,26,73,74,3.9,12,1593,1,1,3,2,2,2,147
Rúben Ferreira,28,73,73,3.2,9,1965,0,1,3,3,3,2,146
L. Gil,27,73,74,3.8,13,1977,0,1,2,3,3,3,147
P. Diop,20,73,84,7,31,1876,1,1,3,4,2,3,157
Z. Machach,22,73,80,5.5,36,1883,1,1,3,3,2,3,153
M. Bettinelli,26,73,77,3.6,30,1067,1,1,3,1,2,1,150
A. Peñaranda,21,73,81,6,32,1819,1,1,3,3,3,4,154
K. Frei,24,73,76,5,17,1852,1,1,4,3,3,3,149
Sergi Samper,23,73,80,4.8,69,1747,1,1,3,3,2,3,153
R. Lod,25,73,77,5,9,1868,0,1,4,3,2,3,150
H. Saivet,27,73,73,4.1,36,2029,1,2,4,3,4,3,146
A. Regattin,26,73,73,4.3,15,1997,1,1,3,3,2,3,146
Mauro Cildinho,34,73,73,1.1,13,1864,1,1,3,3,2,2,146
J. Ikoko,24,73,78,4.5,15,1808,1,1,2,3,3,2,151
P. Chavarría,30,73,73,3.9,17,1856,1,1,4,3,3,4,146
R. Bennett,28,73,73,3.2,46,1354,1,1,2,2,1,2,146
K. Hansen,29,73,73,3.1,18,1850,1,1,3,2,2,2,146
S. Gürler,26,73,73,4.3,19,1798,1,1,4,3,2,3,146
D. Dainelli,39,73,73,270,2,1419,1,2,3,2,1,2,146
M. Mantovani,33,73,73,1.6,9,1663,1,2,3,2,3,2,146
A. Zeneli,23,73,77,5,8,1794,1,1,3,4,2,3,150
João Carvalho,21,73,82,6,28,1773,1,1,4,4,2,3,155
N. Barazite,28,73,73,4,13,1799,1,1,3,3,1,3,146
M. Aguirregaray,29,73,73,3,22,1946,1,1,3,3,2,2,146
A. Ricaurte,26,73,75,4,4,1895,0,1,3,3,1,3,148
D. Randolph,31,73,73,2.4,31,1172,1,1,3,1,2,1,146
Omar Ramos,30,73,73,3.8,10,1837,0,1,3,3,1,3,146
D. Jensen,26,73,76,3.5,11,1166,1,1,3,1,2,1,149
J. Duque,26,73,77,4.3,4,1741,1,1,3,2,2,3,150
E. Reynoso,22,73,80,5.5,16,1877,0,1,3,3,1,3,153
J. Elez,24,73,77,4.4,20,1814,1,1,3,2,3,2,150
J. Gutiérrez,34,73,73,1.9,12,1978,1,2,3,3,3,3,146
M. Leye,35,73,73,1.8,9,1850,1,1,4,3,3,4,146
K. Naughton,29,73,73,3,22,1843,1,2,3,3,3,2,146
Caio Secco,27,73,75,3.2,8,1159,1,1,2,1,2,1,148
B. Bianchi,29,73,73,3.1,10,1630,1,1,3,2,1,2,146
E. Barco,19,73,88,8.5,4,1709,1,1,4,3,2,3,161
T. Leistner,27,73,74,3.8,9,1655,1,1,3,2,2,2,147
R. Kishna,23,73,77,5,32,1686,0,2,3,5,1,4,150
F. Bachirou,28,73,73,4,7,1914,1,1,3,3,4,3,146
K. Rezaei,26,73,75,4.9,20,1760,1,1,4,3,4,4,148
D. Vukovic,33,73,73,2,10,1160,1,1,3,1,2,1,146
R. Nouri,33,73,73,2.4,7,1800,1,1,3,3,2,3,146
J. Gómez,24,73,78,4.5,12,1907,1,1,4,3,3,2,151
Y. Gouffran,32,73,73,3.1,20,1946,1,2,3,3,2,3,146
Manu García,20,73,84,7,55,1782,1,1,4,4,2,3,157
I. Köybaşı,28,73,73,3.2,43,1994,0,2,2,3,2,2,146
Juan Villar,30,73,73,3.8,9,1920,1,1,4,3,2,3,146
Y. Namli,24,73,76,5,8,1811,0,1,3,4,2,3,149
G. Blanco,26,73,74,4.8,10,1567,1,1,3,2,3,4,147
A. Ramos,32,73,73,3.2,10,1878,1,2,3,3,2,4,146
M. Jedinák,33,73,73,1.6,15,1925,1,1,3,2,3,3,146
M. Rybus,28,73,73,3.2,1,2052,0,2,3,3,2,2,146
J. Barroso,33,73,73,1.6,7,1804,1,1,3,2,3,2,146
A. Cohen,29,73,73,3.1,20,1984,1,1,3,3,3,3,146
B. Raman,23,73,79,5.5,20,1842,1,1,4,3,3,3,152
A. McGeady,32,73,73,3.1,13,1922,1,2,4,5,3,3,146
B. Reid,25,73,78,5.5,37,1979,1,1,3,3,4,4,151
Hervías,25,73,76,5,17,1783,1,1,3,3,3,3,149
L. Pocrnjic,36,73,73,550,5,1002,1,1,3,1,2,1,146
S. Ingason,24,73,78,0,0,1732,1,1,3,2,2,2,151
T. Heurtaux,29,73,73,3.1,17,1649,1,2,3,2,2,2,146
G. Wikheim,25,73,76,5,20,1772,1,1,4,4,2,4,149
Valdivia,23,73,78,5.5,18,1876,1,1,3,4,3,3,151
S. Cáseres,21,73,83,5.5,15,1846,0,1,4,3,3,3,156
A. Gunnarsson,29,73,73,3.1,34,1921,1,1,3,3,3,3,146
L. Hinterseer,27,73,74,4.7,17,1790,1,2,3,3,2,4,147
S. Peeters,26,73,76,4.9,19,1948,0,1,4,3,2,3,149
U. Agbo,22,73,80,4.8,11,1836,1,1,3,3,3,3,153
D. Luckassen,22,73,77,4.4,10,1931,1,1,3,2,3,2,150
M. Terrier,21,73,83,6.5,35,1804,1,1,3,4,2,4,156
Marcos Guilherme,22,73,79,5.5,18,1810,1,1,3,3,2,3,152
T. Parker,25,73,78,4.5,6,1597,1,1,3,2,3,2,151
A. Lookman,20,73,85,7,46,1761,1,1,4,3,3,3,158
P. Mouche,30,73,73,3.8,17,1798,0,1,4,3,2,3,146
A. Rosina,34,73,73,2,5,1794,0,2,3,4,2,4,146
B. Bannan,28,73,73,4,24,1891,0,1,1,3,2,3,146
Édundo Oliveira,26,73,73,3.5,21,1696,1,1,2,2,2,2,146
Guilherme,27,73,73,4.2,5,1946,0,1,3,4,2,3,146
A. Solari,26,73,74,4.7,17,1956,1,1,3,3,3,3,147
H. Barnes,20,73,84,7,34,1776,1,1,4,3,3,3,157
V. Coufal,25,73,76,4.1,1,1703,1,1,2,2,4,2,149
S. Di Carmine,29,73,73,4,5,1751,1,1,3,3,2,4,146
C. Roldan,23,73,79,4.7,6,1987,1,1,3,3,4,3,152
F. Lemoine,31,73,73,2.7,8,1913,1,2,3,3,2,3,146
Djalma,31,73,73,3.5,13,1913,1,2,3,3,3,3,146
D. Lukebakio,20,73,81,6,29,1748,0,1,4,4,1,4,154
Y. Benalouane,31,73,73,2.7,42,1697,1,1,3,2,3,2,146
L. Pisculichi,34,73,73,2,12,1909,0,1,2,3,1,3,146
Edinho,35,73,73,1.8,9,1736,1,1,3,3,3,4,146
Paolito Serra,26,73,73,3.5,17,1527,1,1,3,2,2,2,146
J. Fleck,26,73,74,4.6,12,2025,0,1,2,3,2,3,147
L. Rosić,25,73,78,4.5,10,1472,1,1,3,2,1,2,151
F. Soldano,23,73,79,5.5,12,1690,1,1,3,3,4,4,152
A. Hansen,28,73,75,3.3,6,1202,1,1,2,1,2,1,148
V. García,24,73,78,4.5,7,1803,1,1,3,3,3,2,151
F. Sánchez,28,73,73,3.2,14,1902,1,1,3,3,3,2,146
C. Carmona,31,73,73,2.7,7,1957,1,1,3,3,4,3,146
B. Sigurðarson,27,73,74,0,0,1893,1,1,4,3,4,4,147
Y. Yotún,28,73,73,4,8,1974,0,1,1,3,3,3,146
G. Zardes,26,73,74,4.8,8,1824,1,1,4,3,3,4,147
J. Ménez,31,73,73,3.6,48,1792,1,3,4,3,1,4,146
S. Prediger,31,73,73,2.7,12,2006,1,1,3,3,3,3,146
A. Webster,23,72,77,3.5,23,1601,1,1,3,2,2,2,149
I. Damonte,36,72,72,975,9,1956,1,1,3,3,2,3,144
A. Dioussé,20,72,80,4,14,1830,0,1,3,3,2,3,152
Laure,33,72,72,1.2,7,1802,1,1,3,3,3,2,144
N. Karelis,26,72,75,3.9,1,1834,0,1,2,3,3,4,147
Vesga,25,72,77,3.5,14,1767,0,1,3,3,3,3,149
V. Jovanović,22,72,78,3.6,21,1689,0,1,2,2,3,2,150
J. Filipović,25,72,75,3.3,10,1473,1,1,4,2,3,2,147
J. Cuevas,30,72,72,2.9,4,1887,0,1,4,3,3,4,144
Rober Ibáñez,25,72,75,3.9,15,1836,1,1,4,3,2,3,147
J. Zmrhal,24,72,75,3.9,1,1884,0,1,2,3,3,3,147
J. Murphy,23,72,80,4.6,27,1756,1,1,3,3,2,3,152
D. Siovas,29,72,72,2.4,19,1668,0,2,3,2,3,2,144
J. Pohjanpalo,23,72,77,4.2,35,1678,1,1,3,3,2,4,149
R. Pierre-Gabriel,20,72,82,4.3,26,1819,1,1,3,3,2,2,154
H. Droguett,35,72,72,1.4,3,1853,0,1,3,3,1,3,144
B. Corgnet,31,72,72,2.7,14,1861,1,2,3,3,2,3,144
A. Benali,26,72,73,3.6,4,1873,1,1,2,4,2,3,145
V. Ibarbo,28,72,72,3.2,5,1846,1,2,4,3,1,4,144
F. Boulaya,25,72,75,3.9,7,1745,1,1,4,5,3,4,147
A. Blin,21,72,80,4,13,1833,1,1,3,3,3,3,152
H. Aleesami,26,72,72,2.6,3,1917,0,1,3,3,3,2,144
J. Kenny,21,72,79,3.7,35,1787,1,1,3,2,3,2,151
D. Livaković,22,72,80,3.4,1,1002,1,1,2,1,2,1,152
R. Koolwijk,32,72,72,1.8,6,1840,0,1,4,2,2,3,144
B. Parker,32,72,72,2.5,1,1890,0,1,4,3,2,3,144
K. Omeruo,24,72,79,3.7,45,1623,1,1,3,2,2,2,151
G. Letizia,28,72,72,2.5,4,1832,1,1,5,3,4,2,144
D. Dessoleil,25,72,75,3.3,10,1537,0,1,3,2,2,2,147
C. Nørgaard,24,72,79,3.7,27,1893,1,1,3,3,2,3,151
Manu Del Moral,34,72,72,1.6,8,1759,1,2,4,3,2,4,144
A. Cordaz,35,72,72,725,2,918,1,1,1,1,2,1,144
J. Correa,25,72,75,3.9,8,1769,0,1,2,4,1,3,147
M. Morishige,31,72,72,2.1,8,1854,1,1,3,2,4,2,144
Bruno Tabata,21,72,81,4.8,6,1827,0,1,2,4,1,4,153
I. Mboyo,31,72,72,2.8,12,1859,1,1,3,3,3,4,144
P. Kasami,26,72,73,3.7,22,1900,0,1,4,3,2,3,145
S. Montoya,26,72,73,3.7,4,1794,0,1,3,3,2,3,145
T. Aoyama,32,72,72,2.4,10,1918,1,1,3,3,2,3,144
João Félix,18,72,88,6.5,5,1860,1,1,3,4,2,4,160
H. Diallo,23,72,80,4.6,6,1643,1,1,2,3,3,4,152
Bruno Lamas,24,72,77,4.2,4,1739,0,1,3,3,2,3,149
P. Gerkens,23,72,77,4.2,13,1909,1,1,3,3,3,4,149
G. Di Lorenzo,24,72,76,3.4,9,1858,1,1,3,3,2,2,148
S. Sam,30,72,72,2.9,14,1886,0,2,3,3,1,3,144
B. Kayal,30,72,72,2.9,31,1970,1,1,3,3,4,3,144
Wellington Nem,26,72,74,3.8,1,1789,0,1,3,3,3,3,146
A. Johansson,36,72,72,425,4,1742,1,1,3,2,2,2,144
Jon Bautista,22,72,78,4.3,18,1639,1,1,3,3,2,4,150
E. Mulder,29,72,73,2.4,16,1193,1,1,3,1,2,1,145
Isaías,31,72,72,2.1,4,1887,1,1,3,3,2,3,144
D. Bessa,25,72,76,3.9,4,1872,1,1,4,4,2,3,148
K. Karaman,24,72,76,4.1,18,1726,1,1,3,3,2,3,148
A. Malarz,38,72,72,210,4,1165,1,1,3,1,2,1,144
C. Carbonero,27,72,72,3.2,3,1850,1,1,4,4,3,3,144
Naranjo,23,72,78,4.3,7,1733,1,1,4,4,2,4,150
J. Ruddy,31,72,72,1.9,31,1073,1,2,3,1,2,1,144
T. Barnetta,33,72,72,1.9,12,1881,1,2,4,3,2,3,144
A. Jóhannsson,27,72,72,3.3,21,1770,1,2,4,3,3,4,144
M. Murillo,22,72,80,3.9,5,1913,1,1,3,3,4,2,152
Patric,25,72,75,3.2,26,1785,1,1,3,2,3,2,147
O. El Hajjam,27,72,73,2.9,13,1816,1,1,3,2,2,2,145
M. Lehmann,35,72,72,725,10,1904,1,2,3,2,3,3,144
F. Ceccherini,26,72,77,3.4,32,1343,1,1,2,2,2,2,149
N. Aguirre,27,72,72,3.2,8,1992,0,1,4,3,2,3,144
R. Bauer,23,72,76,3.4,15,1870,1,1,2,2,2,2,148
Otávinho Vila,34,72,72,950,18,1815,1,1,4,2,4,3,144
A. Mendy,24,72,77,4.2,26,1666,1,1,3,2,2,4,149
D. Malen,19,72,83,5,6,1747,1,1,3,4,2,4,155
V. Granat,31,72,72,0,0,1740,0,1,3,2,2,2,144
P. Aránguiz,21,72,81,4.8,5,1761,1,1,3,4,3,3,153
Sandelas Júnior,26,72,72,2.7,12,1818,0,1,3,2,2,3,144
O. Hawsawi,34,72,72,950,17,1766,1,2,3,2,3,2,144
F. Silva,32,72,72,2.4,15,1871,1,1,3,2,3,3,144
B. Carrasco,27,72,72,3.3,7,1862,1,1,3,3,3,3,144
J. Schunke,31,72,72,2.1,11,1423,1,1,3,2,1,2,144
S. Ujkani,29,72,72,2.1,9,1123,1,1,2,1,2,1,144
G. Castellani,30,72,72,2.9,5,1995,1,1,3,4,2,3,144
L. Jiménez,34,72,72,1.6,4,1866,1,2,4,3,3,4,144
Dener,26,72,74,3.7,8,1859,1,1,2,3,3,3,146
M. Flekken,25,72,75,2.8,12,1079,1,1,4,1,2,1,147
Pedro Nuno,23,72,79,4.4,5,1830,1,1,3,3,2,4,151
D. Kamada,21,72,79,4.5,19,1766,1,1,4,3,3,4,151
N. Bendtner,30,72,72,3,7,1828,1,2,3,3,1,4,144
Lee Chang Min,24,72,77,4.1,5,1838,1,1,4,3,3,3,149
João Pedro,21,72,81,4.1,6,1822,1,1,2,3,3,2,153
M. Bakakis,27,72,73,2.9,1,1907,1,1,4,3,4,2,145
Zeng Cheng,31,72,72,1.9,10,1109,1,2,3,1,2,1,144
M. James,26,72,72,3.3,41,1905,1,1,3,3,2,3,144
G. Vural,30,72,72,2.9,13,2014,0,1,3,3,3,2,144
M. Pérez,27,72,72,3.3,4,1824,1,1,3,3,2,4,144
T. Chery,30,72,72,2.9,12,1868,0,1,3,3,1,3,144
D. Milićević,32,72,72,2.4,10,1810,1,1,4,3,3,3,144
G. McAuley,38,72,72,425,23,1473,1,2,3,2,3,2,144
M. Barrow,25,72,73,3.7,25,1788,0,1,2,3,1,4,145
A. Scholz,25,72,76,3.4,14,1712,1,1,3,2,3,2,148
Timo Triano,34,72,72,950,15,1729,1,1,3,2,2,3,144
A. Elmohamady,30,72,72,2.2,14,1987,1,2,3,3,2,2,144
Lucas Piazon,24,72,77,4.2,55,1807,1,1,4,3,2,4,149
C. Baeza,24,72,78,4.2,6,1969,1,1,3,3,2,3,150
Kim Min Jae,21,72,79,3.8,6,1570,1,1,2,2,3,2,151
Fábio Pacheco,30,72,72,2.3,5,1861,1,1,3,2,3,3,144
A. Maher,24,72,75,3.9,10,1927,1,2,3,3,1,3,147
J. Akpa Akpro,25,72,75,3.8,4,2005,1,1,3,3,4,3,147
M. Frey,23,72,78,4.3,38,1723,1,1,3,3,4,4,150
S. Vittor,29,72,73,2.7,14,1818,1,1,3,2,3,2,145
Romarinho,27,72,72,3.3,28,1805,1,1,3,4,3,4,144
B. Srarfi,21,72,80,4.6,18,1748,0,1,3,4,2,4,152
D. Khocholava,25,72,75,3.3,1,1570,1,1,3,2,2,2,147
C. Puggioni,37,72,72,210,2,1173,1,1,2,1,2,1,144
T. Necid,28,72,72,3.2,9,1752,1,2,3,3,1,4,144
T. Lees,27,72,73,2.9,19,1650,1,1,2,2,2,2,145
L. Castro,29,72,72,3.1,1,1666,1,1,4,3,2,4,144
P. Cissé,22,72,82,4.4,1,1546,1,1,2,2,3,2,154
Pimentiscinho,30,72,72,2.3,10,1868,0,1,3,2,2,3,144
E. Stevens,27,72,72,2.6,10,1768,0,1,2,3,2,2,144
Aitor,27,72,75,2.6,12,1230,1,1,2,1,2,1,147
I. Hayden,23,72,79,3.7,25,1760,1,1,4,2,2,3,151
R. Strieder,25,72,75,3.3,12,1781,1,1,3,2,2,3,147
R. Noir,31,72,72,2.7,15,1889,1,1,3,3,2,3,144
Juankar,28,72,72,2.5,8,1953,0,1,2,3,3,2,144
Brandon Thomas,23,72,79,4.4,21,1821,1,1,3,3,2,4,151
J. Bijlow,20,72,82,3.9,5,1104,1,1,2,1,2,1,154
H. Wilson,21,72,84,5.5,48,1797,0,1,3,3,3,4,156
A. González,24,72,77,4.2,11,1763,1,1,3,3,4,4,149
C. Jean,22,72,77,4.2,17,1789,1,1,3,3,3,3,149
T. Adams,19,72,84,4.8,3,1882,1,1,3,3,4,3,156
O. Zahustel,27,72,73,2.9,1,1910,1,1,2,3,4,2,145
Casadesús,33,72,72,2,9,1892,1,1,4,3,3,4,144
T. Moulin,28,72,73,2.8,15,1973,1,1,4,3,3,3,145
D. Riascos,32,72,72,2.5,11,1812,1,1,3,3,2,4,144
B. Osborn,23,72,78,4.3,29,1926,0,1,3,3,4,3,150
Vieiraldo Junior,26,72,72,2.7,11,1789,0,1,3,2,2,3,144
P. Billing,22,72,83,4.7,25,1866,0,1,3,2,2,3,155
E. Ponce,21,72,80,4.7,1,1787,1,1,3,3,2,4,152
Enzo Merques,34,72,72,875,17,2015,0,1,4,3,2,2,144
Rômulo Calsede,30,72,72,3,25,1773,0,1,3,3,2,4,144
Marlion Simões,26,72,72,2.6,14,1900,0,1,4,3,2,2,144
Jota,27,72,72,3.3,21,1740,0,1,2,3,2,3,144
Pedro Tiba,29,72,72,3,8,1915,1,1,3,3,3,3,144
M. Torsiglieri,30,72,72,2.3,11,1620,0,1,3,2,2,2,144
D. Maietta,35,72,72,725,7,1271,1,1,2,2,3,2,144
E. Özgenç,33,72,72,1.2,15,1949,1,1,3,3,1,2,144
D. Buitrago,27,72,73,3.6,2,1676,0,1,2,3,3,3,145
C. Peralta,28,72,72,3.2,2,1570,1,1,3,3,3,4,144
A. Walke,35,72,72,725,12,1167,1,1,3,1,2,1,144
R. Thelander,26,72,72,2.7,10,1530,1,1,3,2,2,2,144
E. Unsain,23,72,79,3.2,6,1181,1,1,3,1,2,1,151
Jorge Pombo,24,72,79,4.4,8,1984,1,1,3,3,3,4,151
Porphirinho,30,72,72,2.3,11,1926,1,1,3,2,4,3,144
L. Cabrera,26,72,75,3.2,15,1701,0,1,3,2,2,2,147
G. Núñez,30,72,72,2.9,9,1833,0,1,3,3,2,3,144
E. Berggreen,25,72,76,4.1,20,1651,1,1,4,2,2,4,148
E. Lamanna,28,72,74,2.6,3,1101,1,1,2,1,2,1,146
K. Kusk,26,72,72,3.3,11,1840,0,1,3,3,3,3,144
R. Espinoza,31,72,72,2.7,7,2025,0,1,4,3,4,3,144
J. Bahebeck,25,72,75,4,14,1851,1,1,3,3,1,4,147
C. Marshall,33,72,72,1.3,6,1655,0,2,4,2,2,2,144
Z. Ferhat,25,72,75,3.9,7,1647,1,1,4,4,2,3,147
M. Pack,27,72,73,3.5,30,1921,1,1,3,3,4,3,145
P. Lasogga,26,72,75,3.9,12,1707,1,2,4,2,2,4,147
D. Verde,22,72,82,5,35,1817,0,1,3,4,2,4,154
Alessinito,34,72,72,950,14,1830,1,1,3,2,3,3,144
J. Nsame,25,72,77,4.2,17,1578,1,1,4,3,2,4,149
A. Fransson,24,72,77,4.1,5,1930,1,1,3,3,3,3,149
J. Babin,31,72,72,2.1,7,1657,1,1,3,2,3,2,144
L. Suárez,22,72,80,4.6,18,1729,0,1,3,4,1,3,152
R. Shotton,29,72,72,2.4,35,1787,1,1,3,3,2,2,144
Rafa Soares,23,72,80,3.9,6,1945,0,1,3,3,3,2,152
J. Galván,26,72,75,3.2,9,1797,1,1,3,2,2,2,147
V. Belec,28,72,74,2.6,18,1089,1,1,3,1,2,1,146
T. Lawrence,24,72,78,4.3,29,1843,1,1,4,4,1,3,150
M. Sobottka,24,72,78,3.6,16,1831,1,1,3,2,3,3,150
A. Farías,30,72,72,2.3,4,1786,1,1,4,2,3,3,144
F. Gaibor,26,72,73,3.6,15,1915,1,1,3,3,4,3,145
